Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
128,3273,1083650,185,198,2016-12-03 15:00:00,6,2016,4,0,CSKA Moscow,Ural,2.27446,0.901724,0.7454,0.1837,0.0709,RFPL,10,10,7,5,11,9,28.8667,22.0909
129,3274,1083622,187,189,2016-12-03 20:00:00,6,2016,0,0,FC Rostov,Zenit St. Petersburg,0.201468,0.710933,0.0873,0.4308,0.4819,RFPL,4,9,0,2,7,8,10.1667,8.8148
130,3275,1083770,192,188,2016-12-04 17:00:00,6,2016,2,0,Lokomotiv Moscow,FK Akhmat,0.225896,0.20261600000000002,0.1689,0.6722,0.1589,RFPL,7,10,3,4,2,2,6.9063,6.1351
131,3276,1083769,184,201,2016-12-05 14:00:00,6,2016,1,0,FC Ufa,Tom Tomsk,0.8856290000000001,0.46538199999999996,0.4661,0.3648,0.1691,RFPL,12,14,4,4,6,3,7.4194,5.8571
132,3277,1083766,195,199,2016-12-05 15:00:00,6,2016,3,0,Amkar,FC Orenburg,0.306894,0.605208,0.1604,0.4651,0.3745,RFPL,4,10,3,3,0,6,7.9,14.8
133,3278,1083771,196,194,2016-12-05 20:00:00,6,2016,1,1,FC Krasnodar,Krylya Sovetov Samara,0.8696530000000001,0.857209,0.3121,0.3509,0.337,RFPL,22,11,7,4,12,3,12.35,8.95
134,3279,1083764,183,186,2016-12-05 20:30:00,6,2016,2,1,Spartak Moscow,Rubin Kazan,1.3530000000000002,0.87465,0.485,0.2976,0.2174,RFPL,13,8,4,2,1,9,12.6,4.3333
135,3280,1083765,200,193,2016-12-05 20:30:00,6,2016,1,0,Arsenal Tula,Anzhi Makhachkala,0.892702,0.157968,0.5639,0.3781,0.057999999999999996,RFPL,11,7,4,0,2,4,4.8261,3.4783
136,4298,1083730,201,187,2017-03-03 16:00:00,6,2016,0,6,Tom Tomsk,FC Rostov,0.0556783,1.17955,0.0161,0.2994,0.6845,RFPL,2,16,1,10,2,13,6.5,16.1111
137,4297,1083724,199,200,2017-03-04 11:00:00,6,2016,3,0,FC Orenburg,Arsenal Tula,1.7202,0.74605,0.6738,0.2084,0.1178,RFPL,8,15,5,3,8,11,4.8889,13.7368
138,4302,1083767,185,189,2017-03-04 13:30:00,6,2016,0,0,CSKA Moscow,Zenit St. Petersburg,0.30289699999999997,0.40686100000000003,0.1819,0.5495,0.2686,RFPL,9,9,0,1,5,7,10.5625,11.6818
139,4301,1083645,198,195,2017-03-05 08:30:00,6,2016,1,0,Ural,Amkar,0.334886,0.21406999999999998,0.24600000000000002,0.6128,0.1412,RFPL,7,6,3,2,2,6,9.3478,6.619
140,4300,1083734,194,192,2017-03-05 11:00:00,6,2016,0,3,Krylya Sovetov Samara,Lokomotiv Moscow,0.522494,2.0196400000000003,0.0713,0.17300000000000001,0.7557,RFPL,9,21,1,7,3,10,14.3529,16.5
141,4295,1083722,196,183,2017-03-05 13:30:00,6,2016,2,2,FC Krasnodar,Spartak Moscow,1.04975,0.88513,0.39399999999999996,0.3467,0.2593,RFPL,8,11,3,5,3,6,7.8966,7.8333
142,4299,1083732,188,184,2017-03-05 16:00:00,6,2016,0,1,FK Akhmat,FC Ufa,2.24973,0.599879,0.8192,0.1331,0.0477,RFPL,17,10,7,4,9,3,17.8125,6.5
143,4296,1083723,193,186,2017-03-06 16:30:00,6,2016,0,1,Anzhi Makhachkala,Rubin Kazan,1.23294,0.18488,0.7533,0.2153,0.0314,RFPL,14,6,6,2,4,1,4.375,7.4828
144,4304,1083661,200,198,2017-03-10 16:00:00,6,2016,2,0,Arsenal Tula,Ural,1.3778700000000002,0.236573,0.7664,0.1953,0.0383,RFPL,14,8,4,3,7,5,7.4118,6.7857
145,4309,1083749,184,194,2017-03-11 08:30:00,6,2016,1,0,FC Ufa,Krylya Sovetov Samara,1.1811,1.0511700000000002,0.3733,0.3487,0.278,RFPL,10,16,5,5,9,9,13.2857,10.0
146,4307,1083745,185,201,2017-03-11 11:00:00,6,2016,4,0,CSKA Moscow,Tom Tomsk,2.06429,0.15043199999999998,0.9106,0.0814,0.008,RFPL,10,5,6,1,16,1,22.8571,6.0588
147,4306,1083738,186,199,2017-03-11 13:30:00,6,2016,0,0,Rubin Kazan,FC Orenburg,0.420725,0.470842,0.2365,0.4843,0.2792,RFPL,11,9,5,1,3,3,14.0435,5.3158
148,4303,1083648,195,189,2017-03-12 08:30:00,6,2016,1,0,Amkar,Zenit St. Petersburg,0.8508620000000001,0.9661059999999999,0.3053,0.3405,0.3542,RFPL,7,19,4,5,3,13,6.375,27.8889
149,4305,1083736,183,193,2017-03-12 13:30:00,6,2016,1,0,Spartak Moscow,Anzhi Makhachkala,1.5351,0.44276800000000005,0.6724,0.2385,0.0891,RFPL,18,11,5,2,4,6,10.2308,4.7407
150,4308,1083747,187,188,2017-03-12 16:00:00,6,2016,0,0,FC Rostov,FK Akhmat,0.676372,0.252103,0.4133,0.4595,0.1272,RFPL,11,7,2,0,11,2,12.625,5.8571
151,4310,1083751,192,196,2017-03-13 16:30:00,6,2016,1,2,Lokomotiv Moscow,FC Krasnodar,1.21144,1.1435600000000001,0.3465,0.3158,0.3377,RFPL,17,7,2,5,17,7,10.375,8.7027
152,4313,1083772,193,199,2017-03-17 16:00:00,6,2016,1,0,Anzhi Makhachkala,FC Orenburg,0.597659,0.517353,0.3102,0.4306,0.2592,RFPL,16,9,1,2,9,4,8.1154,5.875
153,4314,1083774,201,195,2017-03-18 08:30:00,6,2016,1,0,Tom Tomsk,Amkar,0.21205100000000002,0.488486,0.1158,0.5501,0.3341,RFPL,6,14,3,1,0,10,3.9697,8.4762
154,4312,1083667,198,186,2017-03-18 11:00:00,6,2016,1,0,Ural,Rubin Kazan,0.765137,1.36965,0.1831,0.2799,0.537,RFPL,14,19,8,6,4,1,5.2083,7.5862
155,4311,1083753,192,183,2017-03-18 13:30:00,6,2016,1,1,Lokomotiv Moscow,Spartak Moscow,0.346391,0.633868,0.1588,0.4424,0.3988,RFPL,7,8,1,4,3,10,5.3448,12.12
156,4316,1083776,194,187,2017-03-19 11:00:00,6,2016,0,0,Krylya Sovetov Samara,FC Rostov,0.376038,1.62849,0.068,0.2096,0.7224,RFPL,9,19,2,2,7,7,7.625,11.1667
157,4315,1083775,188,185,2017-03-19 13:30:00,6,2016,0,1,FK Akhmat,CSKA Moscow,0.428655,1.3532799999999998,0.0876,0.2529,0.6595,RFPL,9,15,2,8,4,10,7.3947,11.8947
158,4317,1083777,196,184,2017-03-19 13:30:00,6,2016,0,0,FC Krasnodar,FC Ufa,1.03734,0.14186700000000002,0.6278,0.3267,0.0455,RFPL,16,2,6,2,12,4,8.4118,4.5
159,4318,1083643,189,200,2017-03-19 16:30:00,6,2016,2,0,Zenit St. Petersburg,Arsenal Tula,2.99607,0.28654,0.9523,0.0387,0.009000000000000001,RFPL,21,8,4,3,14,2,15.8235,7.4
160,4326,1083676,193,198,2017-03-31 17:30:00,6,2016,2,3,Anzhi Makhachkala,Ural,1.5111,1.9936599999999998,0.2409,0.2659,0.4932,RFPL,15,15,6,6,4,3,4.8421,7.85
161,4323,1083782,184,192,2017-04-01 13:00:00,6,2016,0,1,FC Ufa,Lokomotiv Moscow,0.12483,1.02685,0.0385,0.3241,0.6374,RFPL,6,16,1,6,2,11,22.0714,6.0357
162,4319,1083778,200,201,2017-04-01 15:30:00,6,2016,3,0,Arsenal Tula,Tom Tomsk,0.876863,0.150324,0.5496,0.3917,0.0587,RFPL,15,6,9,0,9,4,7.0952,5.7838
163,4320,1083779,195,188,2017-04-02 11:30:00,6,2016,1,1,Amkar,FK Akhmat,1.15826,0.21115100000000003,0.6974,0.256,0.0466,RFPL,9,6,3,2,3,4,7.4,10.4583
164,4325,1083657,186,189,2017-04-02 12:00:00,6,2016,0,2,Rubin Kazan,Zenit St. Petersburg,0.5885630000000001,0.913294,0.2109,0.3524,0.4367,RFPL,16,13,2,5,5,7,8.125,15.2222
165,4321,1083780,185,194,2017-04-02 14:30:00,6,2016,2,1,CSKA Moscow,Krylya Sovetov Samara,0.737388,1.3129899999999999,0.1768,0.2806,0.5426,RFPL,20,14,4,4,12,3,17.3846,21.4167
166,4322,1083781,187,196,2017-04-03 17:30:00,6,2016,0,0,FC Rostov,FC Krasnodar,0.635029,0.487343,0.3299,0.4317,0.2384,RFPL,14,6,2,2,3,8,4.9167,8.875
167,4324,1083783,183,199,2017-04-03 17:30:00,6,2016,3,2,Spartak Moscow,FC Orenburg,1.3416700000000001,1.2491,0.3606,0.3178,0.3216,RFPL,14,14,6,5,15,4,12.0435,6.6538
168,4332,1083791,194,195,2017-04-08 12:00:00,6,2016,2,2,Krylya Sovetov Samara,Amkar,1.2152399999999999,1.21436,0.3217,0.3202,0.3581,RFPL,12,7,6,4,7,7,10.9048,4.7619
169,4331,1083790,188,200,2017-04-08 14:30:00,6,2016,3,1,FK Akhmat,Arsenal Tula,1.67888,1.03088,0.5382,0.3277,0.1341,RFPL,11,10,6,4,7,3,9.6,7.7143
170,4327,1083668,189,193,2017-04-08 17:00:00,6,2016,1,1,Zenit St. Petersburg,Anzhi Makhachkala,1.0117399999999999,0.78695,0.4166,0.3364,0.247,RFPL,9,15,2,2,7,3,7.0857,7.2857
171,4329,1083786,184,183,2017-04-09 12:00:00,6,2016,1,3,FC Ufa,Spartak Moscow,1.3351600000000001,3.09405,0.0646,0.1376,0.7978,RFPL,9,24,2,11,6,8,5.9697,6.2857
172,4333,1083792,196,185,2017-04-09 14:30:00,6,2016,1,1,FC Krasnodar,CSKA Moscow,1.1082,1.12286,0.3445,0.3324,0.3231,RFPL,9,18,4,5,4,8,18.125,6.9565
173,4334,1083793,192,187,2017-04-09 17:00:00,6,2016,0,0,Lokomotiv Moscow,FC Rostov,0.155127,0.422314,0.0957,0.5839,0.3204,RFPL,4,12,1,3,4,2,7.931,16.875
174,4330,1083787,201,186,2017-04-10 13:00:00,6,2016,2,2,Tom Tomsk,Rubin Kazan,0.973182,3.5051699999999997,0.0125,0.0591,0.9284,RFPL,3,23,2,5,3,9,2.9778,10.16
175,4328,1083685,198,199,2017-04-10 15:30:00,6,2016,2,0,Ural,FC Orenburg,0.6726949999999999,1.38573,0.1435,0.2957,0.5608,RFPL,6,14,4,2,2,5,4.4286,10.5882
176,4341,1083819,195,184,2017-04-15 10:00:00,6,2016,1,1,Amkar,FC Ufa,0.949649,0.23931799999999998,0.5671,0.3546,0.0783,RFPL,11,7,5,1,8,3,18.6429,8.125
177,4342,1083820,185,187,2017-04-15 12:30:00,6,2016,0,0,CSKA Moscow,FC Rostov,1.47575,0.13333299999999998,0.7458,0.2256,0.0286,RFPL,21,5,4,1,15,2,12.5,9.0
178,4338,1083815,193,194,2017-04-15 15:00:00,6,2016,1,3,Anzhi Makhachkala,Krylya Sovetov Samara,1.82005,0.518749,0.7404,0.191,0.0686,RFPL,29,10,6,5,13,1,7.2692,7.0
179,4337,1083814,186,196,2017-04-15 17:30:00,6,2016,0,1,Rubin Kazan,FC Krasnodar,0.691265,0.7216899999999999,0.3026,0.3813,0.3161,RFPL,15,17,4,6,3,8,8.75,17.0667
180,4339,1083816,199,188,2017-04-16 10:30:00,6,2016,2,1,FC Orenburg,FK Akhmat,1.20697,0.08895360000000001,0.7203,0.2606,0.0191,RFPL,11,5,3,3,0,1,8.9286,10.25
181,4336,1083696,198,201,2017-04-16 13:00:00,6,2016,1,0,Ural,Tom Tomsk,1.1317,0.237197,0.6297,0.3059,0.0644,RFPL,13,10,3,1,11,4,13.381,3.9714
182,4340,1083818,200,192,2017-04-16 15:30:00,6,2016,0,3,Arsenal Tula,Lokomotiv Moscow,0.327285,2.5845,0.0169,0.068,0.9151,RFPL,7,17,1,8,4,18,5.5556,17.3333
183,4335,1083794,183,189,2017-04-16 18:00:00,6,2016,2,1,Spartak Moscow,Zenit St. Petersburg,1.50157,1.4175799999999998,0.3719,0.28300000000000003,0.3451,RFPL,18,9,8,3,6,3,9.25,16.0
184,4350,1083812,184,185,2017-04-21 15:00:00,6,2016,0,2,FC Ufa,CSKA Moscow,1.79276,1.0119799999999999,0.6108,0.2444,0.1448,RFPL,8,20,4,8,2,13,11.4118,47.4
185,4343,1083699,189,198,2017-04-22 12:00:00,6,2016,2,0,Zenit St. Petersburg,Ural,3.5500800000000003,0.676984,0.9478,0.042,0.0102,RFPL,23,13,6,7,21,3,41.1667,5.24
186,4344,1083805,187,183,2017-04-22 14:30:00,6,2016,3,0,FC Rostov,Spartak Moscow,1.84496,0.134405,0.8767,0.1114,0.0119,RFPL,13,6,3,2,8,1,6.6,8.7188
187,4349,1083811,192,195,2017-04-22 14:30:00,6,2016,3,3,Lokomotiv Moscow,Amkar,2.03882,1.16428,0.6009,0.262,0.1371,RFPL,20,9,7,3,15,4,11.375,8.0
188,4346,1083807,188,193,2017-04-22 17:00:00,6,2016,0,1,FK Akhmat,Anzhi Makhachkala,0.355267,0.878967,0.09300000000000001,0.3315,0.5755,RFPL,13,8,1,2,3,3,6.175,4.0625
189,4347,1083808,201,199,2017-04-23 10:00:00,6,2016,1,2,Tom Tomsk,FC Orenburg,0.300429,1.9734,0.0343,0.1497,0.816,RFPL,8,21,1,5,1,6,6.3103,8.2222
190,4345,1083806,194,186,2017-04-23 12:30:00,6,2016,0,0,Krylya Sovetov Samara,Rubin Kazan,1.09446,0.740408,0.43799999999999994,0.3201,0.2419,RFPL,25,10,7,2,3,7,9.15,7.56
191,4348,1083810,196,200,2017-04-23 15:00:00,6,2016,2,0,FC Krasnodar,Arsenal Tula,0.861916,0.7071109999999999,0.3695,0.3559,0.2746,RFPL,11,11,4,4,10,4,15.0417,6.4167
192,4351,1083813,183,198,2017-04-25 17:30:00,6,2016,1,0,Spartak Moscow,Ural,0.828408,0.25001799999999996,0.5123,0.3869,0.1008,RFPL,15,5,5,3,2,1,17.6111,7.5714
193,4358,1083804,187,184,2017-04-25 17:30:00,6,2016,1,0,FC Rostov,FC Ufa,0.24585300000000002,1.24375,0.05,0.2482,0.7018,RFPL,4,9,1,5,1,3,7.2381,13.8571
194,4352,1083677,199,189,2017-04-26 15:00:00,6,2016,0,1,FC Orenburg,Zenit St. Petersburg,0.709196,1.198,0.1678,0.3155,0.5167,RFPL,9,5,2,3,5,8,7.5789,11.8077
195,4353,1083795,186,188,2017-04-26 17:30:00,6,2016,0,1,Rubin Kazan,FK Akhmat,0.501925,1.98245,0.040999999999999995,0.1388,0.8202,RFPL,10,11,1,5,8,2,11.36,6.4545
196,4355,1083801,200,194,2017-04-26 17:30:00,6,2016,2,0,Arsenal Tula,Krylya Sovetov Samara,1.0488899999999999,0.515285,0.4944,0.3294,0.1762,RFPL,15,12,4,3,4,3,7.6667,14.4667
197,4357,1083803,185,192,2017-04-26 17:30:00,6,2016,4,0,CSKA Moscow,Lokomotiv Moscow,0.997985,0.607334,0.4303,0.3532,0.2165,RFPL,14,9,6,5,5,1,8.7391,12.3333
198,4356,1083802,195,196,2017-04-27 15:00:00,6,2016,0,2,Amkar,FC Krasnodar,0.66652,1.6679,0.1205,0.2335,0.6459999999999999,RFPL,17,21,5,8,7,11,4.8966,21.75
199,4354,1083799,193,201,2017-04-27 17:30:00,6,2016,3,3,Anzhi Makhachkala,Tom Tomsk,4.09545,1.29389,0.9188,0.0603,0.0209,RFPL,28,10,10,3,16,4,9.5833,5.6207
200,4362,1083822,192,186,2017-04-29 14:30:00,6,2016,0,1,Lokomotiv Moscow,Rubin Kazan,1.97202,0.9713879999999999,0.6618,0.2353,0.1029,RFPL,16,9,5,3,11,2,9.9474,8.1429
201,4359,1083712,188,198,2017-04-29 17:00:00,6,2016,5,2,FK Akhmat,Ural,1.9137,0.44896800000000003,0.7791,0.1634,0.0575,RFPL,13,11,5,4,12,9,16.2667,12.3448
202,4365,1083827,184,200,2017-04-30 12:30:00,6,2016,1,0,FC Ufa,Arsenal Tula,0.531525,0.166212,0.371,0.5324,0.0966,RFPL,9,5,2,0,4,3,7.6522,10.3182
203,4361,1083821,185,183,2017-04-30 15:00:00,6,2016,1,2,CSKA Moscow,Spartak Moscow,1.50148,3.26685,0.0675,0.1323,0.8002,RFPL,20,15,7,8,17,8,17.4167,7.2273
204,4366,1083828,187,195,2017-04-30 17:30:00,6,2016,1,0,FC Rostov,Amkar,0.69915,0.382191,0.4014,0.4279,0.1707,RFPL,11,4,3,1,3,1,11.0,6.5357
205,4360,1083715,201,189,2017-05-01 11:00:00,6,2016,0,2,Tom Tomsk,Zenit St. Petersburg,0.142083,1.62729,0.0208,0.1612,0.818,RFPL,5,16,0,5,6,17,5.6667,11.4167
206,4364,1083824,194,199,2017-05-01 13:30:00,6,2016,1,1,Krylya Sovetov Samara,FC Orenburg,2.38528,0.7835,0.7907,0.1428,0.0665,RFPL,21,16,4,4,9,9,13.0625,5.15
207,4363,1083823,196,193,2017-05-01 16:00:00,6,2016,0,0,FC Krasnodar,Anzhi Makhachkala,0.502484,0.320035,0.3172,0.5056,0.1772,RFPL,9,6,6,1,7,2,14.5217,3.6
208,4372,1083836,195,185,2017-05-06 12:00:00,6,2016,0,2,Amkar,CSKA Moscow,0.230095,0.980434,0.073,0.3536,0.5734,RFPL,7,14,0,5,1,9,6.0,18.4375
209,4371,1083835,200,187,2017-05-06 14:30:00,6,2016,1,0,Arsenal Tula,FC Rostov,0.26870700000000003,0.952457,0.0968,0.3541,0.5491,RFPL,6,13,1,6,1,9,4.375,11.087
210,4367,1083829,183,201,2017-05-06 17:00:00,6,2016,1,0,Spartak Moscow,Tom Tomsk,1.98632,0.406117,0.8170000000000001,0.1422,0.0408,RFPL,21,9,6,1,13,1,10.45,6.8333
211,4370,1083832,199,196,2017-05-07 12:00:00,6,2016,1,0,FC Orenburg,FC Krasnodar,1.24665,0.583116,0.5688,0.2878,0.1434,RFPL,11,13,5,3,4,17,4.8696,10.8
212,4368,1083830,186,184,2017-05-07 14:30:00,6,2016,2,1,Rubin Kazan,FC Ufa,1.28288,0.502857,0.6271,0.271,0.1019,RFPL,13,9,5,3,3,3,10.1538,9.4118
213,4373,1083694,189,188,2017-05-07 17:00:00,6,2016,0,1,Zenit St. Petersburg,FK Akhmat,0.555323,0.9026,0.1842,0.3613,0.4545,RFPL,14,6,3,2,5,2,21.6923,6.6957
214,4374,1083733,198,194,2017-05-08 12:30:00,6,2016,1,3,Ural,Krylya Sovetov Samara,0.938406,1.80699,0.1583,0.2465,0.5952,RFPL,13,15,5,5,5,2,13.3333,26.0
215,4369,1083831,193,192,2017-05-08 15:00:00,6,2016,0,0,Anzhi Makhachkala,Lokomotiv Moscow,0.476421,0.514887,0.2539,0.4689,0.2772,RFPL,12,9,4,3,5,8,5.2,8.6296
216,4382,1083844,185,200,2017-05-12 17:30:00,6,2016,3,0,CSKA Moscow,Arsenal Tula,3.05595,0.309886,0.9573,0.0391,0.0036,RFPL,22,2,8,0,17,0,29.25,6.4444
217,4376,1083750,198,196,2017-05-13 10:00:00,6,2016,1,1,Ural,FC Krasnodar,0.286603,1.34532,0.064,0.2564,0.6796,RFPL,8,17,2,7,1,11,3.2308,17.3333
218,4377,1083837,195,183,2017-05-13 12:30:00,6,2016,0,1,Amkar,Spartak Moscow,0.753704,0.709238,0.3056,0.3866,0.3078,RFPL,16,8,3,2,9,1,11.65,13.3
219,4375,1083710,194,189,2017-05-13 14:00:00,6,2016,1,3,Krylya Sovetov Samara,Zenit St. Petersburg,1.44192,1.46161,0.3673,0.2631,0.3696,RFPL,21,16,8,5,11,10,19.0,11.2353
220,4380,1083840,192,199,2017-05-13 17:30:00,6,2016,4,0,Lokomotiv Moscow,FC Orenburg,1.91097,0.675743,0.7005,0.2084,0.0911,RFPL,24,6,9,0,10,5,8.7037,6.7778
221,4381,1083843,201,188,2017-05-14 10:00:00,6,2016,1,2,Tom Tomsk,FK Akhmat,0.509832,1.51114,0.0897,0.2396,0.6707,RFPL,6,19,2,3,1,16,9.3103,8.6
222,4379,1083839,184,193,2017-05-14 14:30:00,6,2016,2,1,FC Ufa,Anzhi Makhachkala,0.352166,0.537194,0.195,0.4873,0.3177,RFPL,7,12,4,2,3,5,10.36,9.75
223,4378,1083838,187,186,2017-05-14 17:00:00,6,2016,4,2,FC Rostov,Rubin Kazan,1.35064,1.19709,0.3856,0.3356,0.2788,RFPL,7,14,5,5,3,5,13.5,10.3214
224,4387,1083851,201,194,2017-05-17 13:00:00,6,2016,0,2,Tom Tomsk,Krylya Sovetov Samara,0.24154899999999999,3.34093,0.0053,0.0323,0.9624,RFPL,9,18,0,7,3,13,12.88,5.8214
225,4386,1083848,199,184,2017-05-17 15:30:00,6,2016,1,1,FC Orenburg,FC Ufa,0.575025,0.394993,0.3302,0.461,0.2088,RFPL,15,9,7,3,3,6,21.4,9.32
226,4390,1083615,198,192,2017-05-17 15:30:00,6,2016,1,2,Ural,Lokomotiv Moscow,1.32649,1.3534700000000002,0.3249,0.3373,0.3378,RFPL,16,12,5,5,12,2,9.48,11.6154
227,4383,1083845,183,188,2017-05-17 17:30:00,6,2016,3,0,Spartak Moscow,FK Akhmat,0.941401,0.61298,0.4389,0.3532,0.2079,RFPL,10,15,8,6,7,6,20.2,19.4545
228,4384,1083846,186,185,2017-05-17 17:30:00,6,2016,0,2,Rubin Kazan,CSKA Moscow,0.339136,2.22703,0.028999999999999998,0.126,0.845,RFPL,7,26,2,11,1,25,11.5385,19.0
229,4385,1083847,193,187,2017-05-17 17:30:00,6,2016,1,2,Anzhi Makhachkala,FC Rostov,0.558171,1.3659299999999999,0.1219,0.2746,0.6035,RFPL,15,13,3,6,3,7,8.6154,12.9375
230,4388,1083852,200,195,2017-05-17 17:30:00,6,2016,0,0,Arsenal Tula,Amkar,0.42760600000000004,0.554153,0.2195,0.4456,0.3349,RFPL,16,7,3,1,6,3,8.0,8.7143
231,4389,1083731,189,196,2017-05-17 17:30:00,6,2016,1,0,Zenit St. Petersburg,FC Krasnodar,1.57059,0.47088800000000003,0.6695,0.2316,0.0989,RFPL,17,11,5,5,8,10,5.6667,14.4375
232,4391,1083616,201,196,2017-05-21 13:00:00,6,2016,1,5,Tom Tomsk,FC Krasnodar,0.909306,3.5460300000000005,0.0167,0.0658,0.9175,RFPL,4,23,2,11,0,24,2.973,10.75
233,4392,1083623,184,198,2017-05-21 13:00:00,6,2016,1,0,FC Ufa,Ural,1.2100799999999998,0.333863,0.6607,0.2602,0.0791,RFPL,10,14,5,3,8,7,15.5333,12.6111
234,4393,1083634,200,183,2017-05-21 13:00:00,6,2016,3,0,Arsenal Tula,Spartak Moscow,2.6545400000000003,0.351353,0.9409,0.0502,0.0089,RFPL,11,8,4,2,3,3,8.9231,9.0882
235,4394,1083635,195,186,2017-05-21 13:00:00,6,2016,1,2,Amkar,Rubin Kazan,1.125,1.37809,0.2691,0.3134,0.4175,RFPL,16,9,5,4,15,4,16.7059,11.3529
236,4395,1083636,185,193,2017-05-21 13:00:00,6,2016,4,0,CSKA Moscow,Anzhi Makhachkala,1.8266900000000001,0.117066,0.8419,0.1416,0.0165,RFPL,17,5,6,2,6,1,16.6667,6.0435
237,4396,1083637,199,187,2017-05-21 13:00:00,6,2016,2,0,FC Orenburg,FC Rostov,0.9576370000000001,0.534305,0.4969,0.3456,0.1575,RFPL,3,12,3,4,0,11,6.5882,16.6111
238,4397,1083641,194,188,2017-05-21 13:00:00,6,2016,1,3,Krylya Sovetov Samara,FK Akhmat,1.8965299999999998,0.920999,0.6452,0.2216,0.1332,RFPL,14,15,4,6,9,3,22.5385,12.05
239,4398,1083748,192,189,2017-05-21 13:00:00,6,2016,0,2,Lokomotiv Moscow,Zenit St. Petersburg,0.538273,1.01892,0.16699999999999998,0.3388,0.4942,RFPL,12,8,2,4,11,5,10.6875,12.2
0,6417,828887,186,183,2014-08-01 17:00:00,6,2014,0,4,Rubin Kazan,Spartak Moscow,1.19659,2.19129,0.131,0.2141,0.6549,RFPL,18,19,6,6,6,1,3.9756,5.5385
1,6418,828909,198,191,2014-08-02 13:30:00,6,2014,2,3,Ural,Mordovya,1.15656,2.15557,0.1037,0.2411,0.6552,RFPL,13,15,5,6,3,8,10.4783,6.2609
2,6419,828918,200,189,2014-08-02 16:00:00,6,2014,0,4,Arsenal Tula,Zenit St. Petersburg,0.767575,2.4855400000000003,0.0623,0.133,0.8047,RFPL,17,15,5,5,1,11,7.9545,11.8261
3,6420,828862,185,211,2014-08-02 18:30:00,6,2014,4,1,CSKA Moscow,Torpedo Moscow,3.13827,0.578158,0.9202,0.0655,0.0143,RFPL,22,11,10,2,17,1,19.5455,7.5263
4,6421,828877,190,187,2014-08-03 13:30:00,6,2014,7,3,Dinamo Moscow,FC Rostov,4.81401,0.600496,0.9906,0.0081,0.0013,RFPL,18,12,10,4,6,6,16.0,4.7895
5,6422,828874,197,184,2014-08-03 16:30:00,6,2014,2,0,Kuban Krasnodar,FC Ufa,2.0453799999999998,0.0390915,0.9043,0.0918,0.0039,RFPL,18,2,6,0,7,0,11.4444,7.8696
6,6423,828880,192,196,2014-08-03 18:30:00,6,2014,0,0,Lokomotiv Moscow,FC Krasnodar,0.793814,0.733761,0.3275,0.3729,0.2996,RFPL,17,11,7,4,8,5,6.4375,4.3448
7,6424,828894,188,195,2014-08-04 17:00:00,6,2014,4,0,FK Akhmat,Amkar,2.1776,0.32513800000000004,0.8545,0.1168,0.0287,RFPL,17,5,7,1,8,4,8.1515,4.8421
8,6425,828981,195,184,2014-08-08 15:00:00,6,2014,0,1,Amkar,FC Ufa,0.36041100000000004,0.190173,0.2573,0.6102,0.1325,RFPL,12,4,1,1,6,3,8.4737,5.3333
9,6426,827620,197,187,2014-08-08 17:30:00,6,2014,2,2,Kuban Krasnodar,FC Rostov,2.05495,0.382065,0.8465,0.1234,0.0301,RFPL,12,9,4,3,2,5,7.0952,6.5143
10,6427,827621,191,185,2014-08-09 10:30:00,6,2014,0,1,Mordovya,CSKA Moscow,0.435517,1.54445,0.0675,0.212,0.7205,RFPL,9,15,1,5,3,4,8.5,7.7778
11,6428,827623,189,211,2014-08-09 14:00:00,6,2014,8,1,Zenit St. Petersburg,Torpedo Moscow,5.27931,0.9713629999999999,0.9909,0.0082,0.0009,RFPL,25,10,14,6,21,1,9.7742,6.7419
12,6429,827622,188,186,2014-08-09 17:00:00,6,2014,1,1,FK Akhmat,Rubin Kazan,0.427576,0.695471,0.1936,0.4245,0.3819,RFPL,9,10,4,3,5,3,7.2222,9.0476
13,6430,827619,190,183,2014-08-10 10:30:00,6,2014,1,2,Dinamo Moscow,Spartak Moscow,0.470186,1.2314,0.0869,0.2608,0.6523,RFPL,17,4,7,3,5,5,9.9167,4.4
14,6431,827625,198,196,2014-08-10 13:30:00,6,2014,1,1,Ural,FC Krasnodar,0.5371859999999999,1.05965,0.1418,0.3182,0.54,RFPL,12,10,1,4,3,9,6.1163,7.5789
15,6432,827618,200,192,2014-08-10 16:30:00,6,2014,0,2,Arsenal Tula,Lokomotiv Moscow,0.7937350000000001,2.19601,0.0966,0.1751,0.7283,RFPL,19,15,7,6,3,8,6.3043,5.8387
16,6433,828972,211,195,2014-08-12 17:00:00,6,2014,1,1,Torpedo Moscow,Amkar,0.954046,0.617434,0.4241,0.3598,0.2161,RFPL,17,10,5,3,5,4,3.9118,11.8
17,6434,828826,184,190,2014-08-13 12:00:00,6,2014,0,2,FC Ufa,Dinamo Moscow,1.29986,1.15316,0.3854,0.3201,0.2945,RFPL,15,13,2,6,1,2,4.0938,8.2727
18,6435,828829,198,189,2014-08-13 14:30:00,6,2014,1,2,Ural,Zenit St. Petersburg,0.5013850000000001,1.36352,0.1116,0.2704,0.618,RFPL,6,16,4,6,2,5,7.7857,11.5833
